t_id	region	chrom	transcript_start	transcript_end	transcript_lenght	exons	base_pairs	diff_region_intersecting_t_id	diff_region_intersecting_exons	diff_region_intersecting_bps	diff_region_ratio	region_transcript_start	diff_region_transcript_end	diff_region_trans_len	diff_region_trans_overlap	same_region_intersecting_t_id	same_region_intersecting_exons	same_region_intersecting_bps	same_region_ratio	same_region_transcript_start	same_region_transcript_end	same_region_trans_len	same_region_trans_overlap
T30C_TCONS_00047846	T30C	groupXII	159092	161229	2137	5	1220	D30C_TCONS_00047181	5	989	0.8106557377049180327868852459	159323	161230	1907	1906		0	0	0				0
D30C_TCONS_00040736	D30C	groupX	11491610	11495144	3534	3	1793	T30C_TCONS_00041266	3	1793	1	11491610	11495145	3535	3534		0	0	0				0
T30C_TCONS_00070074	T30C	groupXVII	11465883	11469684	3801	3	1760	D30C_TCONS_00068970	3	1752	0.9954545454545454545454545455	11465891	11469702	3811	3793		0	0	0				0
T30C_TCONS_00037006	T30C	groupVIII	1384978	1385716	738	2	428	D30C_TCONS_00036538	2	404	0.9439252336448598130841121495	1384977	1385692	715	714		0	0	0				0
D30C_TCONS_00039986	D30C	groupX	3563887	3591144	27257	4	523	T30C_TCONS_00040517	4	510	0.9751434034416826003824091778	3563868	3591131	27263	27244	D30C_TCONS_00039987	3	479	0.9158699808795411089866156788	3563887	3591370	27483	27257
D30C_TCONS_00033459	D30C	groupVII	18376766	18378478	1712	4	890		0	0	0				0		0	0	0				0
D30C_TCONS_00043227	D30C	groupXI	15841756	15842590	834	2	284		0	0	0				0		0	0	0				0
D30C_TCONS_00074893	D30C	groupXX	5237729	5240008	2279	2	1817	T30C_TCONS_00076200	2	1814	0.9983489268024215740231150248	5237690	5242002	4312	2279		0	0	0				0
D30C_TCONS_00025340	D30C	groupV	9926685	9928305	1620	5	756	T30C_TCONS_00025557	5	660	0.8730158730158730158730158730	9926781	9928335	1554	1524		0	0	0				0
T30C_TCONS_00047646	T30C	groupXII	16661560	16662762	1202	3	686	D30C_TCONS_00046979	3	666	0.9708454810495626822157434402	16661580	16662853	1273	1182		0	0	0				0
D30C_TCONS_00058582	D30C	groupXIX	7315979	7318805	2826	4	1610	T30C_TCONS_00059583	4	1610	1	7315683	7318868	3185	2826		0	0	0				0
D30C_TCONS_00060799	D30C	groupXV	7321112	7322863	1751	3	495		0	0	0				0		0	0	0				0
T30C_TCONS_00091413	T30C	scaffold_95	233645	234148	503	2	417	D30C_TCONS_00089433	2	417	1	233645	234461	816	503		0	0	0				0
T30C_TCONS_00062510	T30C	groupXV	13264973	13266456	1483	2	306		0	0	0				0		0	0	0				0
D30C_TCONS_00060177	D30C	groupXV	1578435	1584273	5838	11	2971	T30C_TCONS_00061212	8	2664	0.8966677886233591383372601818	1578675	1583552	4877	4877		0	0	0				0
D30C_TCONS_00022802	D30C	groupIX	19602963	19606829	3866	4	2870	T30C_TCONS_00023048	4	2850	0.9930313588850174216027874564	19602978	19606824	3846	3846		0	0	0				0
D30C_TCONS_00063763	D30C	groupXVI	7231900	7240747	8847	11	4670		0	0	0				0		0	0	0				0
D30C_TCONS_00022477	D30C	groupIX	16797599	16802098	4499	7	1792	T30C_TCONS_00022716	7	1771	0.98828125	16797601	16802079	4478	4478		0	0	0				0
D30C_TCONS_00044209	D30C	groupXI	7806213	7808004	1791	3	1486	T30C_TCONS_00044804	3	1143	0.7691790040376850605652759085	7806556	7808018	1462	1448		0	0	0				0
T30C_TCONS_00037399	T30C	groupVIII	7010523	7018998	8475	3	1672	D30C_TCONS_00036905	3	1669	0.9982057416267942583732057416	7010521	7018995	8474	8472		0	0	0				0
T30C_TCONS_00029397	T30C	groupVII	782219	784725	2506	5	1912	D30C_TCONS_00029091	5	1904	0.9958158995815899581589958159	782227	784726	2499	2498		0	0	0				0
T30C_TCONS_00027866	T30C	groupVI	984459	990559	6100	7	1255		0	0	0				0		0	0	0				0
D30C_TCONS_00021909	D30C	groupIX	12126947	12130977	4030	4	3025	T30C_TCONS_00022151	4	2996	0.9904132231404958677685950413	12126949	12130950	4001	4001		0	0	0				0
T30C_TCONS_00016563	T30C	groupIV	7256602	7372183	115581	17	1662	D30C_TCONS_00016403	17	1662	1	7254292	7372185	117893	115581		0	0	0				0
D30C_TCONS_00041965	D30C	groupXI	5318250	5382984	64734	5	2138	T30C_TCONS_00042564	4	2009	0.9396632366697848456501403181	5318252	5382982	64730	64730		0	0	0				0
T30C_TCONS_00077201	T30C	groupXX	12893219	12897477	4258	5	1122	D30C_TCONS_00075795	5	1121	0.9991087344028520499108734403	12893220	12897477	4257	4257		0	0	0				0
D30C_TCONS_00011276	D30C	groupIII	1475342	1480395	5053	5	1141	T30C_TCONS_00011399	4	552	0.4837861524978089395267309378	1475039	1479766	4727	4424		0	0	0				0
D30C_TCONS_00022989	D30C	groupV	1095208	1097231	2023	6	1327	T30C_TCONS_00023229	6	1323	0.9969856819894498869630746044	1095212	1097244	2032	2019		0	0	0				0
D30C_TCONS_00000313	D30C	groupI	2020387	2022248	1861	3	1463	T30C_TCONS_00000316	3	1463	1	2019282	2022248	2966	1861		0	0	0				0
T30C_TCONS_00059784	T30C	groupXIX	9088605	9090494	1889	6	644	D30C_TCONS_00058776	6	644	1	9088580	9090494	1914	1889		0	0	0				0
D30C_TCONS_00054054	D30C	groupXIV	11163813	11164979	1166	1	1166		0	0	0				0		0	0	0				0
D30C_TCONS_00013578	D30C	groupIV	8250356	8261217	10861	4	4714	T30C_TCONS_00013680	4	4681	0.9929995757318625371234620280	8250146	8261184	11038	10828		0	0	0				0
D30C_TCONS_00082910	D30C	scaffold_219	51317	54545	3228	4	514	T30C_TCONS_00084566	3	409	0.7957198443579766536964980545	51317	54136	2819	2819		0	0	0				0
D30C_TCONS_00009280	D30C	groupIII	441802	444040	2238	6	1402	T30C_TCONS_00009395	6	1389	0.9907275320970042796005706134	441814	444039	2225	2225		0	0	0				0
T30C_TCONS_00021767	T30C	groupIX	8662236	8667872	5636	6	2422	D30C_TCONS_00021531	6	2420	0.9991742361684558216350123865	8662236	8667870	5634	5634		0	0	0				0
D30C_TCONS_00001097	D30C	groupI	9839526	9854671	15145	13	2486		0	0	0				0		0	0	0				0
D30C_TCONS_00064653	D30C	groupXVI	16544435	16550326	5891	8	2313	T30C_TCONS_00065726	8	1546	0.6683960224816255944660613921	16545202	16550326	5124	5124		0	0	0				0
D30C_TCONS_00053401	D30C	groupXIV	5491423	5494668	3245	5	2228	T30C_TCONS_00054187	5	2228	1	5490981	5494829	3848	3245		0	0	0				0
D30C_TCONS_00038373	D30C	groupX	2511419	2512891	1472	4	492		0	0	0				0		0	0	0				0
T30C_TCONS_00009558	T30C	groupIII	1916223	1920053	3830	2	862	D30C_TCONS_00009446	2	862	1	1916169	1920066	3897	3830		0	0	0				0
T30C_TCONS_00018355	T30C	groupIV	27600696	27602703	2007	5	626		0	0	0				0		0	0	0				0
D30C_TCONS_00046090	D30C	groupXII	7407920	7409827	1907	2	1476	T30C_TCONS_00046749	1	1412	0.9566395663956639566395663957	7408383	7409914	1531	1444		0	0	0				0
T30C_TCONS_00022716	T30C	groupIX	16797601	16802079	4478	7	1771	D30C_TCONS_00022477	7	1771	1	16797599	16802098	4499	4478		0	0	0				0
D30C_TCONS_00038286	D30C	groupX	1745482	1748219	2737	2	1536	T30C_TCONS_00038805	2	1308	0.8515625	1745709	1748218	2509	2509		0	0	0				0
D30C_TCONS_00022116	D30C	groupIX	14281341	14285800	4459	2	3656	T30C_TCONS_00022351	1	2580	0.7056892778993435448577680525	14281966	14284559	2593	2593		0	0	0				0
D30C_TCONS_00062635	D30C	groupXV	8509775	8530089	20314	45	8662	T30C_TCONS_00063679	45	8662	1	8509775	8530090	20315	20314		0	0	0				0
T30C_TCONS_00000989	T30C	groupI	8444579	8462603	18024	41	8230		0	0	0				0		0	0	0				0
D30C_TCONS_00075344	D30C	groupXX	10204524	10225217	20693	4	1035	T30C_TCONS_00076694	3	586	0.5661835748792270531400966184	10204525	10224767	20242	20242		0	0	0				0
D30C_TCONS_00064792	D30C	groupXVI	18085229	18087359	2130	2	741		0	0	0				0		0	0	0				0
T30C_TCONS_00040890	T30C	groupX	7640789	7657483	16694	4	3669	D30C_TCONS_00040370	4	3669	1	7640742	7657483	16741	16694		0	0	0				0
D30C_TCONS_00011683	D30C	groupIII	6357141	6392214	35073	10	1612	T30C_TCONS_00011778	9	1514	0.9392059553349875930521091811	6357134	6417788	60654	35073		0	0	0				0
D30C_TCONS_00085722	D30C	scaffold_381	17947	20797	2850	2	484		0	0	0				0		0	0	0				0
T30C_TCONS_00068348	T30C	groupXVII	7502759	7503345	586	1	586	D30C_TCONS_00067247	1	586	1	7502758	7503345	587	586		0	0	0				0
T30C_TCONS_00053667	T30C	groupXIV	434972	440238	5266	17	1830	D30C_TCONS_00052895	17	1828	0.9989071038251366120218579235	434974	440238	5264	5264		0	0	0				0
D30C_TCONS_00057559	D30C	groupXIX	16969858	16975545	5687	4	3203	T30C_TCONS_00058476	4	3202	0.9996877926943490477677177646	16969834	16975544	5710	5686		0	0	0				0
T30C_TCONS_00089880	T30C	scaffold_69	10331	16424	6093	4	3684	D30C_TCONS_00087965	5	3253	0.8830076004343105320304017372	10331	16424	6093	6093		0	0	0				0
T30C_TCONS_00017325	T30C	groupIV	15657141	15659053	1912	2	1782		0	0	0				0		0	0	0				0
T30C_TCONS_00000355	T30C	groupI	2185206	2187499	2293	7	1025		0	0	0				0		0	0	0				0
T30C_TCONS_00043037	T30C	groupXI	9645875	9647917	2042	3	1608		0	0	0				0		0	0	0				0
T30C_TCONS_00056981	T30C	groupXIX	3289965	3290227	262	1	262		0	0	0				0		0	0	0				0
T30C_TCONS_00049654	T30C	groupXII	17777606	17779052	1446	1	1446	D30C_TCONS_00048967	1	1446	1	17777606	17779053	1447	1446		0	0	0				0
D30C_TCONS_00015438	D30C	groupIV	30525669	30530186	4517	5	3650		0	0	0				0		0	0	0				0
T30C_TCONS_00021306	T30C	groupIX	3005209	3006898	1689	4	963	D30C_TCONS_00021053	4	748	0.7767393561786085150571131880	3005306	3006780	1474	1474		0	0	0				0
D30C_TCONS_00015106	D30C	groupIV	26273151	26275600	2449	4	409	T30C_TCONS_00015226	4	378	0.9242053789731051344743276284	26273182	26275633	2451	2418		0	0	0				0
T30C_TCONS_00074910	T30C	groupXX	12473073	12474761	1688	4	665		0	0	0				0		0	0	0				0
T30C_TCONS_00046995	T30C	groupXII	10184987	10189638	4651	4	1497		0	0	0				0		0	0	0				0
T30C_TCONS_00090515	T30C	scaffold_80	261125	261813	688	2	602	D30C_TCONS_00088592	2	599	0.9950166112956810631229235880	261124	261810	686	685		0	0	0				0
D30C_TCONS_00078643	D30C	scaffold_106	348051	350257	2206	3	935	T30C_TCONS_00080165	3	931	0.9957219251336898395721925134	348026	350253	2227	2202		0	0	0				0
D30C_TCONS_00032167	D30C	groupVII	2563236	2564089	853	5	366	T30C_TCONS_00032461	5	366	1	2563233	2564089	856	853		0	0	0				0
D30C_TCONS_00027548	D30C	groupVI	585792	589769	3977	5	1010	T30C_TCONS_00027814	5	1009	0.9990099009900990099009900990	585598	589768	4170	3976		0	0	0				0
T30C_TCONS_00023048	T30C	groupIX	19602978	19606824	3846	4	2850	D30C_TCONS_00022802	4	2850	1	19602963	19606829	3866	3846		0	0	0				0
D30C_TCONS_00061639	D30C	groupXV	109869	117610	7741	4	2327	T30C_TCONS_00062704	4	2326	0.9995702621400945423291792007	109870	117614	7744	7740		0	0	0				0
T30C_TCONS_00079518	T30C	groupXXI	7809165	7810958	1793	4	1339	D30C_TCONS_00078033	4	1211	0.9044062733383121732636295743	7809293	7810958	1665	1665		0	0	0				0
D30C_TCONS_00047284	D30C	groupXII	1190974	1194606	3632	5	1042	T30C_TCONS_00047954	5	916	0.8790786948176583493282149712	1191100	1194607	3507	3506		0	0	0				0
D30C_TCONS_00006896	D30C	groupII	19244899	19262354	17455	2	1015	T30C_TCONS_00006967	2	922	0.9083743842364532019704433498	19244992	19262354	17362	17362		0	0	0				0
D30C_TCONS_00028766	D30C	groupVI	15240513	15244037	3524	2	3014	T30C_TCONS_00029074	2	2082	0.6907763769077637690776376908	15240513	15249405	8892	3524		0	0	0				0
T30C_TCONS_00022405	T30C	groupIX	14549070	14551573	2503	6	1007	D30C_TCONS_00022167	6	1005	0.9980139026812313803376365442	14549072	14551698	2626	2501		0	0	0				0
D30C_TCONS_00082806	D30C	scaffold_213	78368	81235	2867	2	1745	T30C_TCONS_00084447	2	1731	0.9919770773638968481375358166	78382	81271	2889	2853		0	0	0				0
T30C_TCONS_00091608	T30C	scaffold_98	409846	411350	1504	2	1407	D30C_TCONS_00089616	2	1401	0.9957356076759061833688699360	409842	411344	1502	1498		0	0	0				0
D30C_TCONS_00038455	D30C	groupX	3373791	3375440	1649	2	1456	T30C_TCONS_00038978	2	1338	0.9189560439560439560439560440	3373806	3375337	1531	1531		0	0	0				0
D30C_TCONS_00076392	D30C	groupXXI	353694	368432	14738	4	6972	T30C_TCONS_00077818	4	6971	0.9998565691336775674125071715	353695	368453	14758	14737		0	0	0				0
D30C_TCONS_00030661	D30C	groupVII	18476442	18511144	34702	8	1783		0	0	0				0		0	0	0				0
T30C_TCONS_00078165	T30C	groupXXI	5883087	5887342	4255	6	1175	D30C_TCONS_00076724	6	1165	0.9914893617021276595744680851	5883093	5887338	4245	4245		0	0	0				0
D30C_TCONS_00007583	D30C	groupII	4260875	4263020	2145	1	2145	T30C_TCONS_00007701	1	2067	0.9636363636363636363636363636	4260870	4262942	2072	2067		0	0	0				0
D30C_TCONS_00000412	D30C	groupI	3072116	3072872	756	2	646		0	0	0				0		0	0	0				0
T30C_TCONS_00054050	T30C	groupXIV	3796471	3843645	47174	8	2792	D30C_TCONS_00053270	8	2792	1	3796437	3843645	47208	47174	T30C_TCONS_00054049	7	2729	0.9774355300859598853868194842	3796471	3843645	47174	47174
D30C_TCONS_00079815	D30C	scaffold_1265	1225	5500	4275	8	849	T30C_TCONS_00081401	8	849	1	1186	5500	4314	4275		0	0	0				0
T30C_TCONS_00061372	T30C	groupXV	2838596	2840698	2102	1	2102	D30C_TCONS_00060356	1	2014	0.9581351094196003805899143673	2838596	2840610	2014	2014		0	0	0				0
T30C_TCONS_00080280	T30C	scaffold_1099	39	4811	4772	4	1931	D30C_TCONS_00078753	4	1913	0.9906784049715173485240807872	39	4793	4754	4754		0	0	0				0
T30C_TCONS_00013308	T30C	groupIV	4172495	4175207	2712	5	1183	D30C_TCONS_00013199	5	1181	0.9983093829247675401521555368	4172493	4175205	2712	2710		0	0	0				0
T30C_TCONS_00040018	T30C	groupX	14485299	14488932	3633	8	1144	D30C_TCONS_00039487	8	1133	0.9903846153846153846153846154	14485300	14488922	3622	3622		0	0	0				0
T30C_TCONS_00033196	T30C	groupVII	10781332	10782338	1006	1	1006		0	0	0				0		0	0	0				0
T30C_TCONS_00029651	T30C	groupVII	2990825	2993702	2877	4	2222	D30C_TCONS_00029366	5	1687	0.7592259225922592259225922592	2990921	2993461	2540	2540		0	0	0				0
D30C_TCONS_00006804	D30C	groupII	18489905	18490919	1014	5	417		0	0	0				0		0	0	0				0
D30C_TCONS_00035362	D30C	groupVIII	9814544	9816214	1670	1	1670	T30C_TCONS_00035754	1	1651	0.9886227544910179640718562874	9814547	9816198	1651	1651		0	0	0				0
T30C_TCONS_00050427	T30C	groupXIII	8053759	8059091	5332	3	1306	D30C_TCONS_00049721	1	708	0.5421133231240428790199081164	8057338	8058699	1361	1361		0	0	0				0
T30C_TCONS_00066650	T30C	groupXVI	8914193	8916892	2699	3	1979	D30C_TCONS_00065561	3	1620	0.8185952501263264274886306215	8914552	8916918	2366	2340		0	0	0				0
D30C_TCONS_00079825	D30C	scaffold_1278	92	4418	4326	8	912	T30C_TCONS_00081415	8	912	1	83	4418	4335	4326		0	0	0				0
T30C_TCONS_00067702	T30C	groupXVII	1316287	1327498	11211	20	2869	D30C_TCONS_00066592	20	2807	0.9783896828163123039386545835	1316349	1327498	11149	11149		0	0	0				0
T30C_TCONS_00042551	T30C	groupXI	5233345	5233866	521	1	521	D30C_TCONS_00041946	1	521	1	5233330	5233868	538	521		0	0	0				0
T30C_TCONS_00031773	T30C	groupVII	25367978	25370145	2167	5	936	D30C_TCONS_00031460	5	684	0.7307692307692307692307692308	25368230	25370146	1916	1915		0	0	0				0
D30C_TCONS_00044637	D30C	groupXI	11979044	12054628	75584	17	4000	T30C_TCONS_00045279	17	3998	0.9995	11979046	12054758	75712	75582		0	0	0				0
D30C_TCONS_00053896	D30C	groupXIV	9284764	9289284	4520	6	2691	T30C_TCONS_00054711	6	2545	0.9457450761798587885544407284	9284910	9289308	4398	4374		0	0	0				0
D30C_TCONS_00056776	D30C	groupXIX	9059064	9063356	4292	6	1798		0	0	0				0		0	0	0				0
T30C_TCONS_00019039	T30C	groupIX	1941230	1944684	3454	7	1027	D30C_TCONS_00018808	7	1020	0.9931840311587147030185004869	1941237	1944684	3447	3447		0	0	0				0
D30C_TCONS_00000007	D30C	groupI	146186	147785	1599	4	615		0	0	0				0		0	0	0				0
D30C_TCONS_00066782	D30C	groupXVII	2431138	2431627	489	1	489	T30C_TCONS_00067881	1	472	0.9652351738241308793456032720	2431138	2431610	472	472		0	0	0				0
T30C_TCONS_00074238	T30C	groupXX	5215713	5236073	20360	43	7462	D30C_TCONS_00072979	44	7327	0.9819083355668721522380058965	5215752	5236074	20322	20321		0	0	0				0
D30C_TCONS_00033038	D30C	groupVII	13493309	13501525	8216	11	2050		0	0	0				0		0	0	0				0
D30C_TCONS_00082924	D30C	scaffold_221	2611	3873	1262	2	894		0	0	0				0		0	0	0				0
T30C_TCONS_00061628	T30C	groupXV	5325241	5337804	12563	9	3253	D30C_TCONS_00060600	9	3241	0.9963110974485090685521057485	5325253	5337814	12561	12551		0	0	0				0
D30C_TCONS_00029366	D30C	groupVII	2990921	2993461	2540	5	1687	T30C_TCONS_00029651	5	1687	1	2990825	2993702	2877	2540		0	0	0				0
D30C_TCONS_00074167	D30C	groupXX	16682314	16683159	845	3	406	T30C_TCONS_00075433	3	282	0.6945812807881773399014778325	16680978	16683158	2180	844		0	0	0				0
D30C_TCONS_00075846	D30C	groupXX	13025724	13028654	2930	5	1664	T30C_TCONS_00077256	4	1164	0.6995192307692307692307692308	13025668	13027737	2069	2013		0	0	0				0
T30C_TCONS_00046526	T30C	groupXII	4575597	4617027	41430	26	6075	D30C_TCONS_00045870	26	6075	1	4575597	4617058	41461	41430		0	0	0				0
D30C_TCONS_00075843	D30C	groupXX	13020464	13021556	1092	2	975	T30C_TCONS_00077253	2	975	1	13020460	13021558	1098	1092		0	0	0				0
D30C_TCONS_00039620	D30C	groupX	15309060	15311325	2265	3	1102	T30C_TCONS_00040135	2	966	0.8765880217785843920145190563	15309446	15311325	1879	1879		0	0	0				0
T30C_TCONS_00009105	T30C	groupII	21468900	21472703	3803	5	1255	D30C_TCONS_00008964	5	1165	0.9282868525896414342629482072	21468990	21472703	3713	3713		0	0	0				0
T30C_TCONS_00045896	T30C	groupXI	15858895	15859664	769	4	501	D30C_TCONS_00045222	4	501	1	15858895	15859664	769	769		0	0	0				0
D30C_TCONS_00002918	D30C	groupI	607433	614213	6780	4	939	T30C_TCONS_00002916	4	932	0.9925452609158679446219382322	607440	614392	6952	6773		0	0	0				0
D30C_TCONS_00062845	D30C	groupXV	11180904	11182757	1853	2	1179		0	0	0				0		0	0	0				0
D30C_TCONS_00065561	D30C	groupXVI	8914552	8916918	2366	3	1646	T30C_TCONS_00066650	3	1620	0.9842041312272174969623329283	8914193	8916892	2699	2340		0	0	0				0
D30C_TCONS_00002912	D30C	groupI	601693	601934	241	1	241		0	0	0				0		0	0	0				0
T30C_TCONS_00084784	T30C	scaffold_237	22096	26840	4744	2	547	D30C_TCONS_00083118	2	541	0.9890310786106032906764168190	22081	26834	4753	4738		0	0	0				0
T30C_TCONS_00049976	T30C	groupXIII	2205572	2208137	2565	5	1717	D30C_TCONS_00049265	5	1717	1	2205570	2208417	2847	2565		0	0	0				0
D30C_TCONS_00072090	D30C	groupXVIII	13621501	13626370	4869	6	784	T30C_TCONS_00073276	6	370	0.4719387755102040816326530612	13621501	13625956	4455	4455		0	0	0				0
D30C_TCONS_00078753	D30C	scaffold_1099	39	4793	4754	4	1913	T30C_TCONS_00080280	4	1913	1	39	4811	4772	4754		0	0	0				0
T30C_TCONS_00082144	T30C	scaffold_137	151430	155277	3847	4	2263		0	0	0				0		0	0	0				0
T30C_TCONS_00040256	T30C	groupX	1477424	1481202	3778	5	1218	D30C_TCONS_00039743	5	1176	0.9655172413793103448275862069	1477424	1481160	3736	3736		0	0	0				0
D30C_TCONS_00041253	D30C	groupX	15361795	15362680	885	4	386		0	0	0				0		0	0	0				0
D30C_TCONS_00017546	D30C	groupIV	19862511	19863191	680	1	680	T30C_TCONS_00017724	1	608	0.8941176470588235294117647059	19862361	19863119	758	608		0	0	0				0
D30C_TCONS_00038239	D30C	groupX	1208796	1223275	14479	10	3385	T30C_TCONS_00038759	7	2637	0.7790251107828655834564254062	1208796	1220796	12000	12000		0	0	0				0
D30C_TCONS_00067665	D30C	groupXVII	12079813	12085786	5973	4	953	T30C_TCONS_00068779	4	953	1	12079810	12087625	7815	5973		0	0	0				0
D30C_TCONS_00018679	D30C	groupIX	648758	650877	2119	4	1075	T30C_TCONS_00018907	4	906	0.8427906976744186046511627907	648575	650877	2302	2119		0	0	0				0
D30C_TCONS_00041886	D30C	groupXI	4778895	4779507	612	1	612		0	0	0				0		0	0	0				0
T30C_TCONS_00056592	T30C	groupXIV	15083793	15087880	4087	2	1925	D30C_TCONS_00055763	1	1649	0.8566233766233766233766233766	15083793	15086975	3182	3182		0	0	0				0
D30C_TCONS_00016895	D30C	groupIV	12398218	12405047	6829	11	3516		0	0	0				0		0	0	0				0
D30C_TCONS_00013230	D30C	groupIV	4471582	4473906	2324	3	699	T30C_TCONS_00013332	3	495	0.7081545064377682403433476395	4471345	4475417	4072	2324		0	0	0				0
D30C_TCONS_00084497	D30C	scaffold_27	4230195	4236691	6496	7	3377		0	0	0				0		0	0	0				0
T30C_TCONS_00020244	T30C	groupIX	14511946	14513534	1588	3	1265	D30C_TCONS_00019995	3	1076	0.8505928853754940711462450593	14512135	14513534	1399	1399		0	0	0				0
D30C_TCONS_00013949	D30C	groupIV	12104508	12106469	1961	4	1208	T30C_TCONS_00014069	4	1208	1	12104503	12106476	1973	1961		0	0	0				0
T30C_TCONS_00018684	T30C	groupIV	30954513	30957036	2523	6	1918	D30C_TCONS_00018479	6	1918	1	30954251	30957112	2861	2523		0	0	0				0
D30C_TCONS_00018479	D30C	groupIV	30954251	30957112	2861	6	2256	T30C_TCONS_00018684	6	1918	0.8501773049645390070921985816	30954513	30957036	2523	2523		0	0	0				0
T30C_TCONS_00059254	T30C	groupXIX	4444818	4445535	717	1	717	D30C_TCONS_00058282	1	717	1	4444816	4446088	1272	717		0	0	0				0
D30C_TCONS_00062939	D30C	groupXV	12297556	12299508	1952	2	901	T30C_TCONS_00064002	2	836	0.9278579356270810210876803552	12297621	12299508	1887	1887		0	0	0				0
D30C_TCONS_00029091	D30C	groupVII	782227	784726	2499	5	1905	T30C_TCONS_00029397	5	1904	0.9994750656167979002624671916	782219	784725	2506	2498		0	0	0				0
D30C_TCONS_00008512	D30C	groupII	15255886	15257020	1134	3	857		0	0	0				0		0	0	0				0
D30C_TCONS_00023657	D30C	groupV	7898039	7898666	627	1	627		0	0	0				0		0	0	0				0
D30C_TCONS_00047515	D30C	groupXII	3326054	3521277	195223	5	1622	T30C_TCONS_00048187	5	1622	1	3326054	3521277	195223	195223		0	0	0				0
D30C_TCONS_00076731	D30C	groupXXI	5913604	5919912	6308	4	860	T30C_TCONS_00078170	4	860	1	5913603	5919920	6317	6308		0	0	0				0
T30C_TCONS_00063066	T30C	groupXV	2574212	2579761	5549	3	688	D30C_TCONS_00061998	3	488	0.7093023255813953488372093023	2574210	2580995	6785	5549		0	0	0				0
T30C_TCONS_00043564	T30C	groupXI	13943007	13995323	52316	2	3701	D30C_TCONS_00043000	2	3461	0.9351526614428532828965144556	13943135	13995211	52076	52076		0	0	0				0
T30C_TCONS_00029813	T30C	groupVII	4580816	4586917	6101	14	2336	D30C_TCONS_00029523	14	2319	0.9927226027397260273972602740	4580833	4586917	6084	6084		0	0	0				0
T30C_TCONS_00047609	T30C	groupXII	16179657	16183245	3588	5	3167	D30C_TCONS_00046939	7	2961	0.9349542153457530786233028102	16179668	16183237	3569	3569		0	0	0				0
T30C_TCONS_00013925	T30C	groupIV	11242819	11244595	1776	2	1044	D30C_TCONS_00013803	2	1044	1	11242819	11244664	1845	1776		0	0	0				0
D30C_TCONS_00080343	D30C	scaffold_133	245032	246503	1471	6	943		0	0	0				0		0	0	0				0
T30C_TCONS_00076694	T30C	groupXX	10204525	10224767	20242	3	698	D30C_TCONS_00075344	3	586	0.8395415472779369627507163324	10204524	10225217	20693	20242		0	0	0				0
D30C_TCONS_00055034	D30C	groupXIV	5514577	5516986	2409	1	2409	T30C_TCONS_00055877	1	2260	0.9381486093814860938148609381	5514726	5516986	2260	2260		0	0	0				0
T30C_TCONS_00074996	T30C	groupXX	13402909	13404569	1660	4	1042	D30C_TCONS_00073747	3	813	0.7802303262955854126679462572	13402751	13404529	1778	1620		0	0	0				0
D30C_TCONS_00075306	D30C	groupXX	9897347	9899795	2448	1	2448		0	0	0				0		0	0	0				0
D30C_TCONS_00067562	D30C	groupXVII	10932769	10935331	2562	6	845	T30C_TCONS_00068688	6	681	0.8059171597633136094674556213	10932786	10935184	2398	2398		0	0	0				0
D30C_TCONS_00054154	D30C	groupXIV	13346875	13354685	7810	16	2109		0	0	0				0		0	0	0				0
D30C_TCONS_00050026	D30C	groupXIII	11566493	11568421	1928	5	697		0	0	0				0		0	0	0				0
T30C_TCONS_00000354	T30C	groupI	2182136	2183235	1099	4	761	D30C_TCONS_00000347	3	724	0.9513797634691195795006570302	2182284	2183345	1061	951		0	0	0				0
D30C_TCONS_00032239	D30C	groupVII	3049236	3055608	6372	4	3790	T30C_TCONS_00032535	2	3588	0.9467018469656992084432717678	3049234	3053694	4460	4458		0	0	0				0
D30C_TCONS_00059338	D30C	groupXIX	14507347	14511967	4620	4	2350		0	0	0				0		0	0	0				0
D30C_TCONS_00026400	D30C	groupVI	6096913	6101196	4283	11	1314	T30C_TCONS_00026648	11	1235	0.9398782343987823439878234399	6096992	6101196	4204	4204		0	0	0				0
D30C_TCONS_00039277	D30C	groupX	11677957	11679397	1440	2	940		0	0	0				0		0	0	0				0
T30C_TCONS_00075805	T30C	groupXX	777696	779392	1696	5	552	D30C_TCONS_00074527	5	552	1	777696	779392	1696	1696		0	0	0				0
D30C_TCONS_00055411	D30C	groupXIV	10355210	10357471	2261	1	2261		0	0	0				0		0	0	0				0
D30C_TCONS_00047104	D30C	groupXII	17769211	17771012	1801	6	760	T30C_TCONS_00047762	6	760	1	17769207	17771038	1831	1801		0	0	0				0
D30C_TCONS_00062209	D30C	groupXV	4775023	4776145	1122	3	571	T30C_TCONS_00063290	3	571	1	4774850	4776290	1440	1122		0	0	0				0
D30C_TCONS_00043071	D30C	groupXI	14513609	14516243	2634	5	1083		0	0	0				0		0	0	0				0
D30C_TCONS_00082545	D30C	scaffold_198	99962	100408	446	1	446		0	0	0				0		0	0	0				0
D30C_TCONS_00048118	D30C	groupXII	10218164	10220918	2754	5	738	T30C_TCONS_00048793	4	607	0.8224932249322493224932249322	10218134	10220748	2614	2584		0	0	0				0
D30C_TCONS_00073591	D30C	groupXX	12098146	12099569	1423	5	991		0	0	0				0		0	0	0				0
